  0.1000D+00  0.5000D-06
  0.0000  0.0000  0.0000
  6.0000  9.0000  9.0000
  0.0000  0.0020  0.0020
   0.140000000   0.140000000   0.140000000
   0.004900000   0.004900000   0.004900000
   0.113224990   0.113224990   0.113224990
   0.024000000   0.024000000   0.024000000
   0.000004412   0.000004412   0.000004412
   0.001500000   0.001500000   0.001500000
   0.002972159   0.002972159   0.002972159
   0.000927841   0.000927841   0.000927841
   0.005000000   0.005000000   0.005000000
   0.000002821   0.000002821   0.000002821
   0.000197179   0.000197179   0.000197179
   0.001000029   0.001000029   0.001000029
   0.000000285   0.000000285   0.000000285
   0.005000000   0.005000000   0.005000000
  0.1000D+00  0.5000D-06
  0.0000  0.0000  0.0000
  6.0000  9.0000  9.0000
  0.0000  0.0020  0.0020
   0.140000000   0.140000000   0.140000000
   0.004900000   0.004900000   0.004900000
   0.113224990   0.113224990   0.113224990
   0.024000000   0.024000000   0.024000000
   0.000004412   0.000004412   0.000004412
   0.001500000   0.001500000   0.001500000
   0.002972159   0.002972159   0.002972159
   0.000927841   0.000927841   0.000927841
   0.005000000   0.005000000   0.005000000
   0.000002821   0.000002821   0.000002821
   0.000197179   0.000197179   0.000197179
   0.001000029   0.001000029   0.001000029
   0.000000285   0.000000285   0.000000285
   0.005000000   0.005000000   0.005000000
