   40    1   40    1
   80    2   80    2
   80    2   80    4   80    4   80    2
   80    2  160    4  160    4   80    2
   80    2  240    4  240    4   80    2
   80    2  320    4  320    4   80    2
   80    2  400    4  400    4   80    2
   80    2   80    2
